Time(UTC) - 3,index, UnixTime(UTC),Real,Imaginária
2017-02-24 03:00:00,4524.0,1487916000.0,1.4742561487174701,0.025293315849955148
2017-02-24 03:30:00,4525.0,1487917800.0,1.4615871367080548,0.01606641777124428
2017-02-24 04:00:00,4526.0,1487919600.0,1.4374506658460007,0.010747304157399202
2017-02-24 04:30:00,4527.0,1487921400.0,1.3147020747814218,0.021219812408212357
2017-02-24 05:00:00,4528.0,1487923200.0,1.2931959565686233,0.03218303049518508
2017-02-24 05:30:00,4529.0,1487925000.0,1.2951498137218076,0.02988480879046294
2017-02-24 06:00:00,4530.0,1487926800.0,1.4218462529627747,0.020171353201537887
2017-02-24 06:30:00,4531.0,1487928600.0,1.4720459841886993,0.02423530069435424
2017-02-24 07:00:00,4532.0,1487930400.0,1.4240718884993069,0.021790515027138867
2017-02-24 07:30:00,4533.0,1487932200.0,1.40603059527995,0.018719244785399623
2017-02-24 08:00:00,4534.0,1487934000.0,1.3908489132151267,0.019116636498442
2017-02-24 08:30:00,4535.0,1487935800.0,1.3976237016331963,0.016942547313744307
2017-02-24 09:00:00,4536.0,1487937600.0,1.4106585114865837,0.012833913553435664
2017-02-24 09:30:00,4537.0,1487939400.0,1.4477516389714502,0.012928737989552954
2017-02-24 10:00:00,4538.0,1487941200.0,1.4297903864103763,0.015241055045052685
2017-02-24 10:30:00,4539.0,1487943000.0,1.3822688921659465,0.01885360925660442
2017-02-24 11:00:00,4540.0,1487944800.0,1.414374551591973,0.011050631902784453
2017-02-24 11:30:00,4541.0,1487946600.0,1.4107867012465236,0.014177111707467821
2017-02-24 12:00:00,4542.0,1487948400.0,1.421335439566686,0.01409132335527921
2017-02-24 12:30:00,4543.0,1487950200.0,1.4142888297745877,0.016319777953549715
2017-02-24 13:00:00,4544.0,1487952000.0,1.427862458915812,0.01523665844257473
2017-02-24 13:30:00,4545.0,1487953800.0,1.4305743493169363,0.016636156461187858
2017-02-24 14:00:00,4546.0,1487955600.0,1.3129063983888378,0.027887343903729364
2017-02-24 14:30:00,4547.0,1487957400.0,1.3556435666228255,0.034054245678101565
2017-02-24 15:00:00,4548.0,1487959200.0,1.3942326283627038,0.02140258382815051
2017-02-24 15:30:00,4549.0,1487961000.0,1.4042679791451769,0.014013112082731836
2017-02-24 16:00:00,4550.0,1487962800.0,1.3914752980811667,0.012164352949753989
2017-02-24 16:30:00,4551.0,1487964600.0,1.459630518078479,0.015825515568058415
2017-02-24 17:00:00,4552.0,1487966400.0,1.437710818864841,0.03366126838989949
2017-02-25 18:00:00,4602.0,1488056400.0,1.3479698953661463,0.017382826378193758
2017-02-25 18:30:00,4603.0,1488058200.0,1.398794136832533,0.019866054388594095
2017-02-25 19:00:00,4604.0,1488060000.0,1.3787388149809574,0.02941464156308137
2017-02-25 19:30:00,4605.0,1488061800.0,1.3907339706007424,0.030912864322545613
2017-02-25 20:00:00,4606.0,1488063600.0,1.4098803379722669,0.03133428204187292
2017-02-25 20:30:00,4607.0,1488065400.0,1.3947644654592706,0.026427624593142414
2017-02-25 21:00:00,4608.0,1488067200.0,1.3665605993045444,0.026124334866034115
2017-02-25 21:30:00,4609.0,1488069000.0,1.4011325495397657,0.020773887509093092
2017-02-25 22:00:00,4610.0,1488070800.0,1.3980260595327336,0.01971803571333084
2017-02-25 22:30:00,4611.0,1488072600.0,1.4110888066492437,0.02081401306574868
2017-02-25 23:00:00,4612.0,1488074400.0,1.4207885773984164,0.018459565431337623
2017-02-25 23:30:00,4613.0,1488076200.0,1.4961083512319546,0.020808382550476547
2017-02-26 00:00:00,4614.0,1488078000.0,1.4590618997919669,0.01546108425183124
2017-02-26 00:30:00,4615.0,1488079800.0,1.4286117395586873,0.014548459317947888
2017-02-26 01:00:00,4616.0,1488081600.0,1.4223420038850525,0.017935541770283954
2017-02-26 01:30:00,4617.0,1488083400.0,1.4293768721084492,0.012510639679654677
2017-02-26 02:00:00,4618.0,1488085200.0,1.4243103400937174,0.011321293492022166
2017-02-26 02:30:00,4619.0,1488087000.0,1.421539525758402,0.014297813363191225
2017-02-26 03:00:00,4620.0,1488088800.0,1.402575934781655,0.01380763639302273
2017-02-26 03:30:00,4621.0,1488090600.0,1.4089175913387266,0.023022962282688603
2017-02-26 04:00:00,4622.0,1488092400.0,1.3958633932716753,0.029153505424790713
2017-02-26 04:30:00,4623.0,1488094200.0,1.37347420614882,0.030253874524351305
2017-02-26 05:00:00,4624.0,1488096000.0,1.4036309960403734,0.028075591922843153
2017-02-26 05:30:00,4625.0,1488097800.0,1.4465539779699286,0.023309149992017622
2017-02-26 06:00:00,4626.0,1488099600.0,1.4003689736345208,0.02807828656323179
2017-02-26 06:30:00,4627.0,1488101400.0,1.3739062167651295,0.02611283777205003
2017-02-26 07:00:00,4628.0,1488103200.0,1.38489089602269,0.026291712545156345
2017-02-26 07:30:00,4629.0,1488105000.0,1.4005959781961286,0.020642105265263062
2017-02-26 08:00:00,4630.0,1488106800.0,1.4328666511268446,0.02171048345701825
2017-02-26 08:30:00,4631.0,1488108600.0,1.459188847582501,0.01662168765675033
2017-02-26 09:00:00,4632.0,1488110400.0,1.434654906798965,0.015566345750191692
2017-02-26 09:30:00,4633.0,1488112200.0,1.3986393497273875,0.01316700955325014
2017-02-26 10:00:00,4634.0,1488114000.0,1.4484588959495321,0.0035414690606685156
2017-02-26 10:30:00,4635.0,1488115800.0,1.4398362885328926,0.03527074736277552
2017-02-26 11:00:00,4636.0,1488117600.0,1.3910442169668495,0.02871902017290771
2017-02-26 11:30:00,4637.0,1488119400.0,1.4191836734292564,0.005148796251119332
2017-02-26 12:00:00,4638.0,1488121200.0,1.3748973362932566,0.01764159682721271
2017-02-26 12:30:00,4639.0,1488123000.0,1.3899520603783895,0.018610640048068627
2017-02-26 13:00:00,4640.0,1488124800.0,1.530382564896301,0.016313366468395624
2017-02-26 13:30:00,4641.0,1488126600.0,1.439214890283641,0.013014216274878403
2017-02-26 14:00:00,4642.0,1488128400.0,1.4706566546804747,0.038511930365384854
2017-02-26 14:30:00,4643.0,1488130200.0,1.4270103117998971,0.015827052734921323
2017-02-26 15:00:00,4644.0,1488132000.0,1.474922437921522,0.012822496493598644
2017-02-26 15:30:00,4645.0,1488133800.0,1.4078138376035483,0.012748060806912568
2017-02-26 16:00:00,4646.0,1488135600.0,1.4340362728227423,0.007679551911823133
2017-02-26 16:30:00,4647.0,1488137400.0,1.45241159009195,0.01292044782888377
2017-02-26 17:00:00,4648.0,1488139200.0,1.4854470688648136,0.012898058656557482
2017-02-26 17:30:00,4649.0,1488141000.0,1.5236023077531333,0.010972479645108408
2017-02-26 18:00:00,4650.0,1488142800.0,1.5365044795039908,0.013342793995771096
2017-02-26 18:30:00,4651.0,1488144600.0,1.4877967264754648,0.012647990341180769
